2 3 1
2 12 1
2 18 3
3 4 7
3 12 2
3 17 3
4 9 2
4 10 8
4 11 1
5 6 4
5 9 14
5 10 3
5 11 3
5 23 1
5 28 2
6 7 6
6 8 1
6 23 2
6 24 2
6 25 6
6 26 3
6 27 1
6 28 2
7 8 6
7 22 1
7 23 1
7 25 3
7 26 12
7 51 2
8 9 1
8 21 1
8 22 3
8 23 1
8 24 1
8 25 4
8 26 3
8 27 5
8 30 1
8 31 2
8 50 2
9 10 12
9 11 3
9 27 1
9 28 1
9 29 1
9 30 3
10 11 3
11 12 2
11 29 4
12 13 6
12 14 3
12 18 2
12 19 6
12 20 1
12 29 2
12 37 1
13 14 3
13 15 2
13 19 2
13 20 1
13 37 1
14 15 2
15 16 1
15 17 2
16 17 6
16 18 3
17 18 12
18 19 5
19 20 5
19 30 5
19 31 1
19 36 2
19 55 1
19 57 3
20 22 2
20 23 2
20 30 3
20 31 1
20 55 2
20 57 5
21 22 1
21 23 9
21 31 2
22 23 4
22 28 1
22 31 4
22 50 3
22 51 4
23 24 11
23 25 2
23 28 1
23 51 1
24 25 6
25 26 5
26 27 1
26 51 1
27 28 7
27 29 1
27 30 5
27 31 2
27 51 2
28 29 2
28 30 3
28 31 1
28 50 1
29 30 2
29 31 1
30 31 5
31 32 8
31 33 1
31 35 2
31 36 3
31 50 1
31 51 2
31 55 2
32 33 6
32 34 4
32 35 1
32 36 1
32 41 4
32 46 2
32 49 1
33 34 5
33 46 3
34 35 3
34 37 1
34 46 2
34 49 3
35 36 4
35 37 2
35 38 1
35 46 3
35 48 2
35 49 2
36 37 8
36 38 12
36 49 4
36 50 1
36 51 1
36 56 1
36 57 1
37 38 6
37 49 1
37 50 1
37 52 1
37 55 2
37 56 1
37 57 4
37 58 8
38 39 1
38 40 1
38 49 3
38 50 5
38 51 3
38 54 1
38 55 1
38 56 2
39 40 1
39 77 2
40 46 1
40 48 1
40 52 6
40 53 1
40 54 3
40 55 1
40 56 1
40 58 8
41 42 4
41 44 2
41 46 1
41 50 1
41 51 1
41 52 3
41 60 1
41 61 7
41 62 4
42 43 9
42 60 4
42 61 5
42 92 1
43 44 11
43 59 1
43 60 11
43 61 11
43 63 2
43 64 3
43 90 2
43 92 1
44 45 4
44 46 1
44 53 4
44 59 2
44 61 3
44 62 1
44 63 1
44 64 11
44 65 3
44 90 4
44 91 5
45 46 4
45 48 6
45 52 7
45 53 11
45 54 3
45 59 2
45 64 1
45 65 2
45 69 6
45 77 2
45 91 1
46 47 2
46 48 6
46 52 1
46 91 8
47 48 3
47 53 1
48 49 3
48 54 4
49 50 4
49 54 2
49 55 4
49 58 1
49 59 1
50 51 4
50 52 1
50 55 3
50 57 1
51 52 2
51 53 1
51 54 2
51 55 1
51 58 1
52 53 8
52 54 4
52 58 1
52 59 1
52 61 1
52 62 2
52 63 2
53 59 2
53 62 1
53 63 4
53 76 1
53 77 1
54 55 1
54 58 2
54 59 2
55 56 4
55 57 8
55 58 2
56 57 3
56 58 4
58 59 1
59 60 1
59 61 2
59 62 1
59 63 4
59 64 8
59 65 5
59 74 1
60 61 4
60 63 3
60 65 1
60 71 1
60 72 1
60 73 2
60 90 2
61 62 8
61 63 8
61 64 1
62 63 11
62 64 3
62 91 1
63 64 9
63 90 1
63 91 1
64 65 1
64 73 1
65 66 10
65 67 3
65 69 1
65 70 4
65 73 1
65 74 5
65 76 4
65 77 1
65 90 1
65 115 4
66 67 10
66 68 1
66 70 3
66 71 2
66 74 1
66 75 1
66 76 8
66 77 4
67 68 5
67 69 2
67 74 1
67 75 3
67 76 8
68 76 2
69 70 1
69 74 2
69 76 4
69 77 4
70 71 7
70 72 2
70 74 12
70 75 10
70 77 4
71 72 6
71 73 1
71 74 4
71 75 1
71 77 3
