10.738027 22.536356 27.045493 
11.031968 22.878642 27.937927 
11.610057 22.075319 27.794803 
12.036694 22.408748 26.954086 
12.882471 22.105121 26.515369 
13.773378 22.186483 26.068530 
13.890931 22.175696 25.075522 
13.405015 22.425712 24.238039 
12.930738 23.033647 23.601269 
13.325716 23.649318 24.283135 
12.900584 24.492486 23.953997 
12.937087 25.416712 23.573901 
12.327281 25.810256 24.261840 
11.957658 24.889347 24.138122 
11.777611 23.983234 23.755313 
12.085610 23.298048 23.095270 
12.623125 23.896221 22.500907 
11.770919 24.057657 22.003228 
11.514905 24.442765 21.116578 
11.878277 24.220483 20.211840 
12.374592 23.496966 19.732055 
12.432373 23.217341 20.690424 
12.593612 22.477518 21.343620 
12.414663 21.886225 22.129973 
11.911351 21.023586 22.180277 
11.293031 20.304775 22.498067 
11.198992 19.314699 22.602502 
11.602863 19.799821 23.378095 
11.447815 20.169792 24.294109 
12.270460 19.915324 24.802540 
12.979932 19.318248 25.176906 
12.859924 18.540571 24.559803 
13.490617 17.778294 24.705268 
12.520513 17.588562 24.856596 
11.873635 17.195780 24.202937 
12.008543 17.387147 23.230734 
12.849581 17.841867 22.937673 
12.815793 17.147294 22.219045 
12.017198 17.182538 21.618209 
11.650685 16.282743 21.381486 
10.745714 16.671962 21.209625 
10.166159 17.031869 21.940777 
10.590534 17.937154 21.921655 
10.032700 18.750578 22.086462 
10.708715 19.165198 21.477288 
11.196321 18.803743 20.682561 
11.173532 19.682700 20.206206 
10.656493 20.519864 20.384609 
10.805884 20.798219 21.333398 
10.690326 21.721054 21.700851 
9.911854 21.144110 21.948067 
10.021279 20.713874 22.844127 
10.363280 19.872100 23.261800 
9.764733 19.375276 23.890216 
9.236015 19.322938 24.737399 
8.587323 18.610684 24.469270 
8.103145 17.837876 24.058979 
7.175509 17.885907 23.688595 
6.191326 17.843717 23.860653 
5.528107 18.324066 23.286714 
5.940244 17.753904 22.576040 
5.855391 18.705128 22.279437 
6.051006 18.290956 21.390508 
5.692418 17.414207 21.069998 
5.097003 16.630072 20.895029 
4.956522 15.650800 20.749113 
4.510010 15.480566 21.627548 
3.510771 15.456471 21.658225 
3.504373 14.668677 21.042319 
2.884569 15.425005 20.833009 
2.379146 15.066685 21.617965 
1.733362 15.594921 21.066666 
1.177198 15.751249 21.882903 
1.169722 16.438837 22.608965 
1.092962 16.576008 23.596534 
1.835082 15.932127 23.782749 
1.859004 15.311014 22.999394 
2.584065 14.668669 22.751039 
3.437504 14.165478 22.886834 
3.198868 13.232109 23.154931 
