13	24678649	17	84699542
13	24918319	17	84749446
13	25421070	17	94788584
13	25430415	17	94511246
13	25594341	17	94873045
13	27118551	17	94803099
13	27118551	17	94803099
13	46780390	17	87393469
13	47110995	17	87456921
4	3052482	4	3389357
4	3095622	4	3631209
4	3132028	4	3135263
4	3233315	4	3276123
4	3254722	4	3256143
4	3287162	4	3821700
4	3475554	4	3481775
4	3500901	4	3754375
4	3529871	4	3535462
4	3542858	4	3546316
4	3546686	4	23602913
4	3605613	4	3890968
4	3664246	4	3669330
4	3720747	4	3766266
4	3721195	4	23671436
4	3732444	4	23252935
4	3754106	4	3754375
4	3768096	4	3768561
4	3784815	4	3811760
4	3825559	4	15752884
4	3849757	4	3857328
4	3851150	4	4113125
4	3892456	4	3900301
4	3916894	4	22190886
4	3930351	4	22149143
4	3945854	4	15461179
4	3960931	4	3963539
4	3970281	4	4016862
4	3974007	4	5657220
4	4056231	4	4752593
4	4096858	4	4101951
4	4138043	4	4961763
4	4140003	4	4485444
4	4168224	4	6035682
4	4295949	4	4485373
4	4296627	4	4306041
4	4323949	4	4947305
4	4326131	4	4408027
4	4333378	4	4676228
4	4416305	4	4826890
4	4417390	4	4841966
4	4424796	4	4433448
4	4439234	4	4439500
4	4493939	4	15451043
4	4623151	4	4626163
4	4626757	4	4627056
4	4640487	4	4645190
4	4670552	4	5377029
4	4675214	4	4916675
4	4746385	4	6035493
4	4800038	4	6195217
4	4906948	4	4933643
4	4940384	4	5163726
4	4962970	4	5016215
4	5091065	4	22956027
4	5111390	4	5129302
4	5184088	4	5379851
4	5385408	4	5976725
4	5439478	4	5890087
4	5451810	4	5488154
4	5460500	4	5528402
4	5465983	4	5474000
4	5535679	4	5549786
4	5806371	4	6078313
4	5834942	4	5839971
4	5960681	4	5963511
4	5960681	4	5963511
4	6101814	4	6107838
4	6176157	4	6178742
4	6258434	4	13509382
4	6267415	4	14462011
4	6335265	4	13694292
4	6354025	4	13089985
4	6354025	4	13089985
4	6371172	4	13071052
4	6377404	4	12234963
4	6377404	4	12234963
4	6378534	4	12981035
4	6394625	4	12997355
4	6394625	4	12997355
4	6408500	4	12328311
4	6418328	4	12347207
4	6428600	4	6482248
4	6428600	4	6482248
4	6429145	4	12573546
4	6439766	4	12350484
4	6455408	4	36652249
4	6460852	4	6948835
4	6483078	4	8188917
4	6486987	4	12766836
4	6542908	4	6544640
4	6593102	4	6595066
4	6593102	4	6595066
4	6616374	4	6616625
4	6631245	4	30689727
4	6656625	4	6667166
4	6699628	4	7149066
4	6757144	4	7312269
4	6765820	4	6767723
4	6769278	4	7092188
4	6803347	4	7163047
4	6839528	4	12597987
4	6849468	4	12587119
4	6865385	4	11810682
4	6872482	4	12600330
4	6877240	4	13951400
4	6882449	4	12601692
4	6915058	4	12367972
4	6915058	4	12367972
4	6957768	4	12130069
4	6992371	4	7289201
4	7080462	4	7117778
4	7118194	4	8420054
4	7130803	4	7689979
4	7212610	4	36768097
4	7273027	4	14162963
4	7338908	4	13887537
4	7338979	4	7527990
4	7345155	4	11870759
4	7381455	4	14128648
4	7447808	4	14106185
4	7483069	4	13273557
4	7499702	4	7607565
4	7518870	4	7579102
4	7521417	4	7599490
4	7574856	4	7591638
4	7639923	4	7641452
4	7666317	4	7938428
4	7709577	4	7709966
4	7710912	4	36988408
4	7717811	4	36519170
4	7788637	4	7792991
4	7861588	4	7912096
4	7867102	4	7869114
4	7980041	4	30693117
4	8013779	4	8198877
4	8025573	4	8093236
4	8025722	4	8239563
4	8050662	4	8528928
4	8061229	4	8354919
4	8069750	4	34609086
4	8074162	4	8380210
4	8077029	4	8093627
4	8077029	4	8093627
4	8077627	4	8078124
4	8092629	4	31277882
4	8129576	4	8153752
4	8157941	4	32705197
4	8185474	4	11348845
4	8201167	4	8367011
4	8225184	4	8225456
4	8239903	4	8311687
4	8280776	4	8294650
4	8280891	4	8311977
4	8372181	4	32633719
4	8459895	4	30435358
4	8460241	4	14032974
4	8462379	4	33346631
4	8464552	4	8470696
4	8472072	4	33390536
4	8586688	4	32928709
4	8635205	4	34241171
4	8710261	4	32226034
4	8742357	4	32560128
4	8755753	4	9073221
4	8759470	4	32873348
4	8768669	4	9096527
4	8797114	4	8938233
4	8871134	4	9011082
4	8927530	4	31566898
4	8933831	4	9875108
4	8946171	4	8960306
4	8953384	4	9657954
4	9012424	4	32870681
4	9032924	4	9133066
4	9035402	4	32938358
4	9108481	4	9118235
4	9110683	4	30575596
4	9215612	4	9527616
4	9227872	4	9235014
4	9233022	4	9537304
4	9235391	4	34088263
4	9342228	4	34360500
4	9342299	4	9531831
4	9359423	4	34361555
4	9375992	4	9507867
4	9396983	4	9638785
4	9477645	4	9501421
4	9478915	4	9490251
4	9480587	4	9755500
4	9539403	4	33733579
4	9544848	4	33737814
4	9625518	4	33726508
4	9647563	4	33899215
4	9671843	4	9687942
4	9696972	4	33482042
4	9743461	4	32426693
4	9745783	4	9755818
4	9801012	4	10535801
4	9840131	4	10406284
4	9840609	4	10948680
4	9840658	4	9870203
4	9852304	4	10929929
4	9921095	4	65427576
4	9939897	4	9940186
4	9939897	4	9940186
4	9969581	4	10526011
4	9999498	4	28456941
4	10036257	4	34152552
4	10073934	4	34134351
4	10122702	4	10896476
4	10141079	4	10171806
4	10150277	4	65380294
4	10171887	4	33683153
4	10175618	4	33953391
4	10276764	4	10557261
4	10294172	4	10298655
4	10319179	4	10835533
4	10374911	4	10389372
4	10397415	4	65275050
4	10483285	4	10489906
4	10538524	4	33518070
4	10541727	4	34036711
4	10585275	4	28315738
4	10600949	4	65097282
4	10621762	4	11119075
4	10623360	4	29161727
4	10646367	4	27115966
4	10654882	4	40946111
4	10654882	4	40946111
4	10753978	4	28331058
4	10827178	4	10833270
4	10830461	4	10936247
4	10879356	4	33207998
4	10879356	4	33207998
4	10906296	4	10912665
4	10916691	4	10916826
4	10955162	4	10961552
4	10973885	4	34735520
4	10975221	4	10982566
4	10993605	4	11016542
4	11003707	4	11077299
4	11008424	4	11010493
4	11035330	4	11228338
4	11039102	4	35057040
4	11051394	4	34835205
4	11079487	4	11084006
4	11081142	4	11124297
4	11085248	4	33352720
4	11085918	4	11093669
4	11086759	4	11215706
4	11101203	4	11217165
4	11148650	4	34834671
4	11149201	4	11162453
4	11196899	4	33251270
4	11208049	4	33251451
4	11211967	4	11217912
4	11306206	4	34579034
4	11323049	4	11323373
4	11323611	4	38438119
4	11350915	4	11430238
4	11372245	4	31993458
4	11417501	4	30041144
4	11465958	4	11499544
4	11466221	4	11513109
4	11466222	4	11513109
4	11467530	4	11468829
4	11473499	4	11505305
4	11481205	4	11498277
4	11488845	4	11490491
4	11491686	4	11494279
4	11502892	4	11553933
4	11557893	4	38449595
4	11564759	4	12105012
4	11564759	4	12105012
4	11566729	4	34884879
4	11576277	4	12105746
4	11592634	4	11717188
4	11603931	4	12238445
4	11604002	4	11608322
4	11621077	4	39490599
4	11654628	4	13079448
4	11661239	4	11803917
4	11772611	4	11796129
4	11794958	4	12198852
4	11810239	4	12907320
4	11816203	4	11886668
4	11857010	4	11872813
4	11868589	4	14138700
4	11868890	4	13826065
4	11875292	4	12020528
4	11878635	4	11884552
4	11879304	4	12003747
4	11942927	4	38577100
4	11984514	4	37399981
4	11997487	4	14014774
4	12061985	4	36631554
4	12110347	4	37106667
4	12131552	4	14107869
4	12157604	4	14989431
4	12183937	4	12184893
4	12250815	4	12335741
4	12272107	4	13023672
4	12276645	4	13056119
4	12393446	4	12967529
4	12414882	4	12416735
4	12429545	4	13739028
4	12440192	4	12457481
4	12440192	4	12457481
4	12475154	4	12944081
4	12507966	4	12881698
4	12553316	4	12659873
4	12558596	4	13551931
4	12583769	4	12837639
4	12608120	4	12637526
4	12614596	4	12696186
4	12771246	4	12774310
4	12790978	4	12791242
4	12910451	4	13692792
4	13042502	4	13200964
4	13102673	4	13106028
4	13105475	4	14734158
4	13137241	4	14637475
4	13150482	4	13791407
4	13195902	4	13207210
4	13236246	4	14212561
4	13326795	4	13329611
4	13477485	4	13681359
4	13608631	4	13608955
4	14057934	4	14059744
4	14402434	4	14410286
4	14403771	4	14751740
4	14650439	4	14650622
4	14688030	4	15144482
4	14698754	4	37894048
4	14751573	4	37886449
4	14791424	4	14827467
4	14793697	4	16146453
4	14850343	4	15390316
4	14896827	4	14957299
4	14957640	4	14960859
4	14996922	4	14999735
4	15007110	4	15027436
4	15063670	4	15065564
4	15095482	4	15097738
4	15111979	4	15112820
4	15115883	4	15219906
4	15129997	4	15131388
4	15143588	4	37377537
4	15154926	4	37385797
4	15181488	4	15243619
4	15181488	4	15243619
4	15232854	4	15233613
4	15254396	4	15272372
4	15267018	4	15325375
4	15319288	4	15321783
4	15351479	4	15352708
4	15399478	4	15406734
4	15478270	4	15632232
4	15483078	4	15533835
4	15519423	4	23950071
4	15545501	4	24076780
4	15590907	4	37577621
4	15590907	4	37577620
4	15614601	4	15702749
4	15758998	4	18838714
4	15842506	4	24538305
4	15842506	4	24538305
4	15892664	4	24661806
4	15942618	4	15948150
4	15951792	4	18417780
4	15979174	4	17024052
4	16034278	4	16292830
4	16034278	4	16292830
4	16122012	4	17153618
4	16123710	4	16180212
4	16217201	4	26221123
4	16227879	4	25327728
4	16227879	4	25327728
4	16260474	4	16279445
4	16260545	4	16260881
4	16279488	4	16302741
4	16289114	4	16439587
4	16289114	4	16439587
4	16333307	4	24783536
4	16424367	4	19146853
4	16486159	4	17023981
4	16561895	4	48519873
4	16596179	4	16681776
4	16597264	4	16606615
4	16608087	4	16802201
4	16616574	4	16659850
4	16655639	4	25128934
4	16722754	4	26094023
4	16722872	4	48432272
4	16728405	4	16774354
4	16740451	4	48498868
4	16936738	4	16953127
4	17075824	4	17092520
4	17104597	4	24905916
4	17173612	4	17200626
4	17173612	4	17200626
4	17206470	4	26364800
4	17343584	4	19278736
4	17370363	4	17390725
4	17501189	4	17501664
4	17586495	4	17586884
4	17609359	4	17622835
4	17609359	4	17622835
4	17667048	4	17667799
4	17719367	4	17825139
4	17719367	4	17825139
4	17754498	4	17923960
4	17770280	4	19288711
4	17796390	4	18491959
4	17817255	4	17819611
4	17843325	4	17976714
4	17935553	4	18673928
4	18188953	4	18671000
4	18196775	4	18963748
4	18322652	4	18339497
4	18349576	4	18647316
4	18354123	4	18679431
4	18374054	4	18855841
4	18378690	4	18387137
4	18389208	4	18631982
4	18490824	4	18493545
4	18667074	4	19134955
4	18690883	4	18977279
4	18997573	4	19001235
4	18997573	4	19001235
4	19013097	4	19046160
4	19138249	4	19216337
4	19138249	4	19216337
4	19419319	4	19534723
4	19430645	4	19454668
4	19430645	4	19454668
4	19476284	4	22454030
4	19527711	4	19534145
4	19607995	4	19609445
4	19870175	4	19870594
4	19916781	4	19919035
4	19982603	4	21178853
4	19988631	4	20003207
4	19995594	4	20003136
4	20142081	4	20151355
4	20153379	4	20165213
4	20205099	4	20207073
4	20233278	4	21864848
4	20276816	4	20285740
4	20385100	4	20390718
4	20526546	4	22428948
4	20531364	4	20592915
4	20550396	4	21352986
4	20555343	4	21355026
4	20579356	4	21871584
4	20588863	4	20642796
4	20682800	4	20837162
4	20704435	4	21478297
4	20841594	4	21420861
4	20843542	4	21153264
4	20875156	4	21838447
4	20909201	4	23360220
4	20921583	4	23084609
4	20972344	4	21619783
4	20994622	4	21049820
4	21051934	4	21166092
4	21124722	4	21502803
4	21158870	4	21503075
4	21173169	4	21467796
4	21228526	4	21269040
4	21292041	4	21832069
4	21570074	4	23350043
4	21598089	4	21832931
4	21600835	4	21605684
4	21612508	4	21614579
4	21640303	4	21729859
4	21684317	4	21746563
4	21725921	4	21916081
4	21800661	4	21803927
4	21803703	4	21823289
4	21842892	4	21843197
4	21863999	4	21875315
4	21936213	4	23746697
4	21954943	4	23125095
4	21954943	4	23125095
4	21992208	4	22016316
4	22020951	4	23709957
4	22021509	4	23737791
4	22055637	4	22217574
4	22110592	4	22949082
4	22156758	4	22217732
4	22190493	4	22217349
4	22196222	4	22200937
4	22278183	4	22298223
4	22305906	4	22935574
4	22388604	4	22389359
4	22480750	4	22486280
4	22517739	4	22556310
4	22582155	4	23738606
4	22582831	4	23633081
4	22604664	4	23393123
4	22620629	4	23748383
4	22633134	4	23101600
4	22677344	4	22808584
4	22733983	4	23812023
4	22770589	4	22775150
4	22927748	4	22960325
4	22958466	4	23429764
4	23069557	4	23633517
4	23192922	4	23723597
4	23277977	4	23282945
4	23277977	4	23282945
4	23496148	4	23511944
4	23496148	4	23511944
4	23655425	4	23671056
4	23768105	4	23859357
4	23768105	4	23859357
4	23774841	4	24380850
4	23791728	4	23810436
4	23914093	4	24414379
4	23992793	4	24232986
4	24153414	4	24626622
4	24215283	4	24402525
4	24244763	4	24274788
4	24244763	4	24274788
4	24248018	4	24689936
4	24289490	4	24289642
4	24427087	4	24427286
4	24592714	4	24704145
4	24718786	4	24763272
4	24720881	4	24769423
4	24755004	4	24792306
4	24796446	4	24828516
4	24831217	4	24886325
4	24847114	4	24876082
4	24944432	4	73598313
4	24944572	4	73593914
4	24988305	4	25647769
4	24988305	4	25647769
4	25005528	4	25668627
4	25046592	4	48671306
4	25054551	4	46345757
4	25057630	4	46341213
4	25095113	4	25098629
4	25102747	4	73756159
4	25142261	4	71478848
4	25191303	4	39116995
4	25278375	4	25324629
4	25309276	4	25309468
4	25309523	4	39214179
4	25312468	4	25552463
4	25354074	4	38964887
4	25354074	4	38964887
4	25414032	4	39656065
4	25442792	4	25993722
4	25445991	4	25525168
4	25447385	4	25447599
4	25457993	4	25534568
4	25530468	4	25530930
4	25559429	4	39692297
4	25572400	4	25625644
4	25687895	4	39656295
4	25822463	4	39944842
4	25885615	4	73428668
4	25904752	4	73388214
4	25908207	4	73427243
4	25975530	4	26383564
4	26033135	4	26365509
4	26036386	4	26426525
4	26066725	4	26067132
4	26157004	4	73775302
4	26400829	4	74060503
4	26501855	4	39328726
4	26503599	4	39333238
4	26634149	4	71218466
4	26634149	4	71218466
4	26705721	4	28810890
4	26706551	4	29516414
4	26713312	4	28925072
4	26874560	4	29826570
4	26949882	4	27899922
4	26969995	4	27043598
4	26969995	4	27043598
4	26978392	4	29850811
4	26978392	4	29850811
4	27051767	4	27082448
4	27072498	4	27338503
4	27088625	4	40924264
4	27088625	4	40924264
4	27091558	4	29863546
4	27134743	4	29882024
4	27297301	4	27299418
4	27354977	4	27822825
4	27364402	4	27822598
4	27447492	4	29654639
4	27451326	4	29719125
4	27451326	4	29719125
4	27738719	4	27758784
4	27837538	4	28129627
4	27837538	4	28129627
4	27849536	4	27898940
4	27987021	4	29842428
4	28081179	4	29897643
4	28111859	4	28233441
4	28249845	4	28255271
4	28263295	4	29876139
4	28326625	4	28425297
4	28335566	4	28722325
4	28428764	4	29909777
4	28575066	4	65518464
4	28575705	4	65527960
4	28575705	4	65527960
4	28630024	4	64854057
4	28632152	4	40704758
4	28632152	4	40704758
4	28632898	4	29025990
4	28670919	4	28699930
4	28695862	4	64999652
4	28769789	4	35864680
4	28806829	4	29112980
4	28865204	4	28865392
4	28869838	4	40789710
4	28878512	4	40249409
4	28893673	4	65807606
4	28931870	4	64876329
4	28937115	4	29527700
4	29001343	4	29529984
4	29042245	4	29069380
4	29094161	4	29096587
4	29283478	4	40732628
4	29681389	4	29695983
4	29911950	4	29914696
4	29918887	4	29919321
4	29918983	4	65451156
4	30087282	4	31313956
4	30090612	4	30094576
4	30094505	4	31223436
4	30172398	4	30237481
4	30189929	4	36415238
